-1.288315826542600684e+00, -1.162260080450085997e+00, -1.154771028874185257e+00, -1.126561467548948814e+00, -1.178202084889737877e+00, -1.172477670830044616e+00, -1.153331312647544182e+00, -1.169461021470203921e+00, -1.138354766984582822e+00, -1.150446210913905976e+00, -1.186353184378921455e+00, -1.166965466795221840e+00, -1.153711475243666351e+00, -1.161495700381566021e+00, -1.138419443089350835e+00, -1.155506147319600885e+00, -1.156846836890017105e+00, -1.131535217574734187e+00, -1.118483874460293181e+00, -1.140075340302886042e+00, -1.129837150832770254e+00, -1.155813444365136666e+00, -1.154509497225762349e+00, -1.176031286082862559e+00, -1.143857154854723834e+00, -1.125963759591519286e+00, -1.152835244664930592e+00, -1.138297524994802634e+00, -1.157856790856205853e+00
-1.242890784316742936e+00, -1.196477266119553073e+00, -1.202574231070862476e+00, -1.163821228895302928e+00, -1.157314512903796055e+00, -1.192515904271369775e+00, -1.168854939885504152e+00, -1.183801130124433554e+00, -1.153221353705599306e+00, -1.170521522437184325e+00, -1.145760968073594510e+00, -1.127923388588824904e+00, -1.142265596437205044e+00, -1.144457560722362377e+00, -1.153870685329212886e+00, -1.151910267718570413e+00, -1.132831016681412839e+00, -1.149590961272416889e+00, -1.167316387378743769e+00, -1.123091810784130784e+00, -1.144853298303901479e+00, -1.157749099753722088e+00, -1.142995773170928375e+00, -1.130467352480299503e+00, -1.133621361468795330e+00, -1.146115634229780911e+00, -1.142044286191312708e+00, -1.129137715710772039e+00, -1.140336280501921484e+00
-1.219871115228763570e+00, -1.229034225367939603e+00, -1.189499919247607007e+00, -1.121316323524036429e+00, -1.127509497997990051e+00, -1.148997555774472934e+00, -1.151150372107739184e+00, -1.152157935432630786e+00, -1.163910164467435004e+00, -1.126350408051104424e+00, -1.134225985214857957e+00, -1.123179181740418198e+00, -1.124793830758154423e+00, -1.128553746245108069e+00, -1.131928843642830529e+00, -1.137468087380103299e+00, -1.150746637503474057e+00, -1.135584973795623398e+00, -1.147139920776838684e+00, -1.161062055708103280e+00, -1.126823410267243863e+00, -1.146484254709733364e+00, -1.141808081649039242e+00, -1.162164947192449338e+00, -1.143994163906884687e+00, -1.129351640251873068e+00, -1.131745748707061461e+00, -1.153707811486816892e+00, -1.127049314234933375e+00
-1.530193123480865003e+00, -1.223896740256533500e+00, -1.254769762484988060e+00, -1.156287532733957457e+00, -1.147476658575573127e+00, -1.155946286959277591e+00, -1.132956187906294376e+00, -1.167418897907676278e+00, -1.120857435062579954e+00, -1.145775067787308199e+00, -1.158046851517747111e+00, -1.144476296205148680e+00, -1.155974102819127269e+00, -1.139929997733866163e+00, -1.153616195257425758e+00, -1.142172651621731649e+00, -1.125087157864646858e+00, -1.133118428904598129e+00, -1.135958807621638034e+00, -1.136485278063929183e+00, -1.136203227683329819e+00, -1.157737410541506140e+00, -1.158538516940317065e+00, -1.136122606853913197e+00, -1.166800098602938318e+00, -1.155717961757739110e+00, -1.157484789496060262e+00, -1.130461709661432224e+00, -1.134274767264646266e+00
-1.188358334242774150e+00, -1.146426488678681022e+00, -1.176962121430032537e+00, -1.140020641549966518e+00, -1.205716384563382260e+00, -1.132985452223431055e+00, -1.148676470471341027e+00, -1.160948704371548512e+00, -1.151457436780127797e+00, -1.165964677945087402e+00, -1.139917108436064197e+00, -1.131864143998023486e+00, -1.143028746016301112e+00, -1.120305131368136031e+00, -1.138544115346341590e+00, -1.128058862309170074e+00, -1.128999611284007276e+00, -1.151130909386216539e+00, -1.131926531280474713e+00, -1.160226158458297796e+00, -1.140692857012386208e+00, -1.135352307010456752e+00, -1.140922134289623635e+00, -1.159754841050977481e+00, -1.125559168230696239e+00, -1.124655162110204332e+00, -1.127829339851784018e+00, -1.143493883599628891e+00, -1.141996532439831569e+00
-1.152325561182065083e+00, -1.177031718670068505e+00, -1.127293384209350213e+00, -1.152500069861509990e+00, -1.165424237971953936e+00, -1.157098879775801059e+00, -1.191576708908160143e+00, -1.122064823432372904e+00, -1.143318016216763100e+00, -1.163758252785156877e+00, -1.136077104496029611e+00, -1.132180733589415622e+00, -1.132006463725041545e+00, -1.146234168376534246e+00, -1.135736782820558233e+00, -1.150168988988180319e+00, -1.160973238265598839e+00, -1.169059842735425736e+00, -1.163682568572198095e+00, -1.137794208548496222e+00, -1.142548876270447655e+00, -1.128459687898690555e+00, -1.155324475435503651e+00, -1.145902022384081897e+00, -1.158491527002705856e+00, -1.138495982012418972e+00, -1.140331386552009718e+00, -1.151617812046466405e+00, -1.138509823696845835e+00
-1.130431621514943030e+00, -1.166749101103488506e+00, -1.194103244841434819e+00, -1.120031784816318821e+00, -1.120041765363336550e+00, -1.128979521249867446e+00, -1.177663275442773605e+00, -1.227273167926772546e+00, -1.154252096175598874e+00, -1.122960339721467360e+00, -1.162347685431272870e+00, -1.124525490043981835e+00, -1.188468270973060736e+00, -1.146762119424307391e+00, -1.150359782448700630e+00, -1.130227904281773554e+00, -1.166312228436921616e+00, -1.161215800494026729e+00, -1.134414785794912728e+00, -1.119321638721552992e+00, -1.174362867731897797e+00, -1.154883479278759228e+00, -1.158991168856420284e+00, -1.168610394110803474e+00, -1.140021981977126897e+00, -1.154400199306591546e+00, -1.156134816991517988e+00, -1.150746365898960066e+00, -1.129539579653981995e+00
-1.223298035476223289e+00, -1.166484106669509746e+00, -1.175217669010583110e+00, -1.196595450967050445e+00, -1.164696883756114909e+00, -1.124011346196049699e+00, -1.180769744891905004e+00, -1.131657207868496107e+00, -1.129234377028999647e+00, -1.168741892223604584e+00, -1.178903285676052626e+00, -1.151883115399288338e+00, -1.159262132796331279e+00, -1.157059739139747689e+00, -1.161079519615488387e+00, -1.133163226511437083e+00, -1.128533085897752031e+00, -1.165759103558569931e+00, -1.127935556425974983e+00, -1.119036188209099336e+00, -1.166478356842027830e+00, -1.132612223495793602e+00, -1.143057288775083613e+00, -1.149323176533668001e+00, -1.135994584128229734e+00, -1.142067849003931324e+00, -1.147449611222967736e+00, -1.157764538656846032e+00, -1.147379219734378841e+00
-1.155799343512027288e+00, -1.160991495073506519e+00, -1.127293384209350213e+00, -1.146496572336919373e+00, -1.247727967408626348e+00, -1.201788862906134181e+00, -1.173470516048855217e+00, -1.166916451695606094e+00, -1.143767224253768866e+00, -1.146565921904126206e+00, -1.165288799348468629e+00, -1.155012098340759907e+00, -1.178486742577138369e+00, -1.149818516316105654e+00, -1.135240443384442743e+00, -1.127039331730931959e+00, -1.159266830023381489e+00, -1.141501285899382712e+00, -1.150413189182328821e+00, -1.128563301894007109e+00, -1.122936576023354061e+00, -1.137858651302245727e+00, -1.143831266318851680e+00, -1.147353425091870438e+00, -1.148722370206100685e+00, -1.130239257835644828e+00, -1.140830874701481035e+00, -1.133936852744419577e+00, -1.138860773931531067e+00
-1.309601033212752563e+00, -1.152197620487289909e+00, -1.134025778715798127e+00, -1.117348921086846358e+00, -1.138407784169796155e+00, -1.135970302891654793e+00, -1.137341093085371124e+00, -1.148873132294004007e+00, -1.163210606133461944e+00, -1.153668488545591675e+00, -1.166646289322865959e+00, -1.132431789260249788e+00, -1.148001734731498358e+00, -1.184058360644874464e+00, -1.150240883420672988e+00, -1.164803772121160153e+00, -1.146267801776762241e+00, -1.154544567965404056e+00, -1.141945510949574416e+00, -1.157719699630797683e+00, -1.141071935189671649e+00, -1.146356619592360238e+00, -1.133420548380970283e+00, -1.133146437328224954e+00, -1.147250194173863980e+00, -1.145367432980612277e+00, -1.151791772681097559e+00, -1.130378501262986113e+00, -1.139733971651619271e+00
-1.174337889572097060e+00, -1.210784968827635755e+00, -1.152562486591238500e+00, -1.150356843758563397e+00, -1.163187285859073050e+00, -1.154061742975153182e+00, -1.204532241826887118e+00, -1.146904469814061134e+00, -1.174771448752737646e+00, -1.174847227646487413e+00, -1.163035100093476881e+00, -1.154200108914562151e+00, -1.146199996431901180e+00, -1.166927882243168346e+00, -1.165099518002633339e+00, -1.117348921086846136e+00, -1.133297664457801224e+00, -1.148724397006255060e+00, -1.160918456320100489e+00, -1.135466258070890078e+00, -1.144181691317389671e+00, -1.142504308995700546e+00, -1.141028191132129388e+00, -1.148290558679793572e+00, -1.141147318314754466e+00, -1.137641301944348537e+00, -1.154313999031760574e+00, -1.120708374409146391e+00, -1.138623597181683822e+00
-1.217828136587063348e+00, -1.229573680717872319e+00, -1.220339978119650226e+00, -1.226036473455392128e+00, -1.210480984906962210e+00, -1.128171891675185945e+00, -1.134880485200319145e+00, -1.117348921086846136e+00, -1.151301259679735844e+00, -1.144314863641513025e+00, -1.150224615709124709e+00, -1.124500015418250065e+00, -1.125719264140202736e+00, -1.163777078356464045e+00, -1.136880811587228424e+00, -1.149509518319915324e+00, -1.156464829695364793e+00, -1.160100477212419490e+00, -1.155266215908599126e+00, -1.177971174944251187e+00, -1.150543789222183477e+00, -1.138597139152464743e+00, -1.124482173788859507e+00, -1.153636327104378800e+00, -1.144203501149716029e+00, -1.143812333472743248e+00, -1.153647760015133583e+00, -1.156208223748503405e+00, -1.149742263905041639e+00
-1.136855264692927525e+00, -1.117348921086845692e+00, -1.180986953713871968e+00, -1.168032620568442370e+00, -1.199131719565420306e+00, -1.143849623586500996e+00, -1.173657975316657831e+00, -1.143369256038895276e+00, -1.149234325649705069e+00, -1.127843931751455031e+00, -1.141535397627798654e+00, -1.128352417024764520e+00, -1.152419433780802915e+00, -1.142387864070005365e+00, -1.131740761555105834e+00, -1.148443785982436127e+00, -1.155311199959151214e+00, -1.131119918788245471e+00, -1.133722255911522092e+00, -1.150816945890148491e+00, -1.135044084125151675e+00, -1.155504674441242274e+00, -1.129374752450876151e+00, -1.129339933895813441e+00, -1.137612205548127031e+00, -1.131794594357774963e+00, -1.159933662999998338e+00, -1.134300503484072520e+00, -1.148662045700121981e+00
-1.188782772067869198e+00, -1.216149281120131542e+00, -1.156123976308323753e+00, -1.175274646682340052e+00, -1.131737437521434186e+00, -1.190543883289265858e+00, -1.132033816148105831e+00, -1.157341845262771951e+00, -1.153702873401364348e+00, -1.154230652840297244e+00, -1.205622988196373369e+00, -1.140103756976585725e+00, -1.147713436263713360e+00, -1.155058730436766101e+00, -1.143640143982275204e+00, -1.144893719470438942e+00, -1.120097425506003441e+00, -1.142429895831976960e+00, -1.140809878814839973e+00, -1.139329726238332396e+00, -1.140827909436991527e+00, -1.147472694674102733e+00, -1.162380511208456202e+00, -1.145985287291457766e+00, -1.159072018204685195e+00, -1.143313185107483365e+00, -1.170845234248928612e+00, -1.151269799725283649e+00, -1.142839166619128877e+00
-1.360650778890108548e+00, -1.181941107972241944e+00, -1.174632992979968593e+00, -1.141575847181864889e+00, -1.168249350504872552e+00, -1.206317153736301995e+00, -1.118952901277244560e+00, -1.129716970658162456e+00, -1.140114218091348386e+00, -1.180806908573112102e+00, -1.155238905251111392e+00, -1.171071610517739447e+00, -1.164777321747018091e+00, -1.138528641825130805e+00, -1.143004520882766162e+00, -1.125972834132410005e+00, -1.120816312880531740e+00, -1.160657551836231871e+00, -1.149348868736690399e+00, -1.141229056233915573e+00, -1.162483628873517638e+00, -1.137074144348627414e+00, -1.146703954218263766e+00, -1.131723463677500208e+00, -1.139924711656782552e+00, -1.140256445402756613e+00, -1.131696932023196656e+00, -1.134171392364736741e+00, -1.133618501403149459e+00
