-1.352365149746594142e+01 3.623651497465944615e+00 -3.825000000000000000e+01
-1.975903440471390127e+01 2.365149746594530367e-02 -3.825000000000000000e+01
-1.712365149746594284e+01 9.859034404713902688e+00 -3.825000000000000000e+01
-6.259034404713903932e+00 -2.335903440471390269e+01 -3.825000000000000000e+01
-3.623651497465944615e+00 -1.352365149746594142e+01 -3.825000000000000000e+01
-9.859034404713902688e+00 -1.712365149746594284e+01 -3.825000000000000000e+01
-2.365149746594530367e-02 -1.975903440471390127e+01 -3.825000000000000000e+01
2.335903440471390269e+01 -6.259034404713903932e+00 -3.825000000000000000e+01
3.623651497465944615e+00 1.352365149746594142e+01 -3.825000000000000000e+01
9.859034404713902688e+00 1.712365149746594284e+01 -3.825000000000000000e+01
2.365149746594530367e-02 1.975903440471390127e+01 -3.825000000000000000e+01
6.259034404713903932e+00 2.335903440471390269e+01 -3.825000000000000000e+01
1.352365149746594142e+01 -3.623651497465944615e+00 -3.825000000000000000e+01
1.975903440471390127e+01 -2.365149746594530367e-02 -3.825000000000000000e+01
1.712365149746594284e+01 -9.859034404713902688e+00 -3.825000000000000000e+01
-2.335903440471390269e+01 6.259034404713903932e+00 -3.825000000000000000e+01
-1.229422863405994804e+01 3.294228634059948924e+00 -3.375000000000000000e+01
-1.619134295108992205e+01 1.044228634059949368e+00 -3.375000000000000000e+01
-1.454422863405994804e+01 7.191342951089922053e+00 -3.375000000000000000e+01
-1.844134295108992205e+01 4.941342951089922941e+00 -3.375000000000000000e+01
-3.294228634059948924e+00 -1.229422863405994804e+01 -3.375000000000000000e+01
-7.191342951089922053e+00 -1.454422863405994804e+01 -3.375000000000000000e+01
-1.044228634059949368e+00 -1.619134295108992205e+01 -3.375000000000000000e+01
-4.941342951089922941e+00 -1.844134295108992205e+01 -3.375000000000000000e+01
3.294228634059948924e+00 1.229422863405994804e+01 -3.375000000000000000e+01
7.191342951089922053e+00 1.454422863405994804e+01 -3.375000000000000000e+01
1.044228634059949368e+00 1.619134295108992205e+01 -3.375000000000000000e+01
4.941342951089922941e+00 1.844134295108992205e+01 -3.375000000000000000e+01
1.229422863405994804e+01 -3.294228634059948924e+00 -3.375000000000000000e+01
1.619134295108992205e+01 -1.044228634059949368e+00 -3.375000000000000000e+01
1.454422863405994804e+01 -7.191342951089922053e+00 -3.375000000000000000e+01
1.844134295108992205e+01 -4.941342951089922941e+00 -3.375000000000000000e+01
-9.835382907247959494e+00 2.635382907247959761e+00 -2.925000000000000000e+01
-1.163538290724795665e+01 5.753074360871939241e+00 -2.925000000000000000e+01
-1.295307436087193764e+01 8.353829072479604934e-01 -2.925000000000000000e+01
-1.475307436087193658e+01 3.953074360871939419e+00 -2.925000000000000000e+01
-2.635382907247959761e+00 -9.835382907247959494e+00 -2.925000000000000000e+01
-8.353829072479604934e-01 -1.295307436087193764e+01 -2.925000000000000000e+01
-5.753074360871939241e+00 -1.163538290724795665e+01 -2.925000000000000000e+01
-3.953074360871939419e+00 -1.475307436087193658e+01 -2.925000000000000000e+01
2.635382907247959761e+00 9.835382907247959494e+00 -2.925000000000000000e+01
8.353829072479604934e-01 1.295307436087193764e+01 -2.925000000000000000e+01
5.753074360871939241e+00 1.163538290724795665e+01 -2.925000000000000000e+01
3.953074360871939419e+00 1.475307436087193658e+01 -2.925000000000000000e+01
9.835382907247959494e+00 -2.635382907247959761e+00 -2.925000000000000000e+01
1.163538290724795665e+01 -5.753074360871939241e+00 -2.925000000000000000e+01
1.295307436087193764e+01 -8.353829072479604934e-01 -2.925000000000000000e+01
1.475307436087193658e+01 -3.953074360871939419e+00 -2.925000000000000000e+01
-3.294228634059948924e+00 -1.229422863405994804e+01 -2.475000000000000000e+01
1.927904550760216384e+00 -9.279228634059947467e+00 -2.475000000000000000e+01
7.072095449239783171e+00 -6.309228634059948604e+00 -2.475000000000000000e+01
1.229422863405994804e+01 -3.294228634059948924e+00 -2.475000000000000000e+01
-6.309228634059948604e+00 -7.072095449239783171e+00 -2.475000000000000000e+01
-1.087095449239783296e+00 -4.057095449239782603e+00 -2.475000000000000000e+01
4.057095449239782603e+00 -1.087095449239783296e+00 -2.475000000000000000e+01
9.279228634059947467e+00 1.927904550760216384e+00 -2.475000000000000000e+01
-9.279228634059947467e+00 -1.927904550760216384e+00 -2.475000000000000000e+01
-4.057095449239782603e+00 1.087095449239783296e+00 -2.475000000000000000e+01
1.087095449239783296e+00 4.057095449239782603e+00 -2.475000000000000000e+01
6.309228634059948604e+00 7.072095449239783171e+00 -2.475000000000000000e+01
3.294228634059948924e+00 1.229422863405994804e+01 -2.475000000000000000e+01
-7.072095449239783171e+00 6.309228634059948604e+00 -2.475000000000000000e+01
-1.927904550760216384e+00 9.279228634059947467e+00 -2.475000000000000000e+01
-1.229422863405994804e+01 3.294228634059948924e+00 -2.475000000000000000e+01
-4.917691453623979747e+00 1.317691453623979880e+00 -2.025000000000000000e+01
-7.167691453623979747e+00 5.214805770653954120e+00 -2.025000000000000000e+01
-8.814805770653952877e+00 -9.323085463760198977e-01 -2.025000000000000000e+01
-1.106480577065395288e+01 2.964805770653954120e+00 -2.025000000000000000e+01
4.917691453623979747e+00 -1.317691453623979880e+00 -2.025000000000000000e+01
7.167691453623979747e+00 -5.214805770653954120e+00 -2.025000000000000000e+01
8.814805770653952877e+00 9.323085463760198977e-01 -2.025000000000000000e+01
